Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Day,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
3921395,436138,435674,2,Leeds 2016,02/09/2016,Friday,1730,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,40,Car
3921449,429479,431201,2,Leeds 2016,02/09/2016,Friday,1807,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,15,M cycle 50cc and under
3930215,431514,438536,2,Leeds 2016,03/09/2016,Saturday,235,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
3930839,422424,432775,3,Leeds 2016,03/09/2016,Saturday,1305,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Serious,Male,64,Car
3930957,431229,434786,2,Leeds 2016,03/09/2016,Saturday,1425,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,53,Car
3930957,431229,434786,2,Leeds 2016,03/09/2016,Saturday,1425,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Female,38,Car
3930957,431229,434786,2,Leeds 2016,03/09/2016,Saturday,1425,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Female,12,Car
3930957,431229,434786,2,Leeds 2016,03/09/2016,Saturday,1425,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,25,Car
3930957,431229,434786,2,Leeds 2016,03/09/2016,Saturday,1425,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Male,4,Car
3930957,431229,434786,2,Leeds 2016,03/09/2016,Saturday,1425,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Male,41,Car
3931321,427519,435875,2,Leeds 2016,03/09/2016,Saturday,1530,B,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Female,27,Car
3931892,428750,434077,2,Leeds 2016,03/09/2016,Saturday,2350,Unclassified,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Taxi or Private hire car
3940394,428526,432685,2,Leeds 2016,04/09/2016,Sunday,800,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,34,Car
3940520,423345,444486,2,Leeds 2016,04/09/2016,Sunday,1025,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Serious,Male,21,Car
3940520,423345,444486,2,Leeds 2016,04/09/2016,Sunday,1025,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Serious,Male,66,Car
3940520,423345,444486,2,Leeds 2016,04/09/2016,Sunday,1025,A,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Serious,Female,60,Car
3941118,437762,432564,2,Leeds 2016,04/09/2016,Sunday,1630,Motorway,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Female,28,Car
3941118,437762,432564,2,Leeds 2016,04/09/2016,Sunday,1630,Motorway,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,42,Car
3941118,437762,432564,2,Leeds 2016,04/09/2016,Sunday,1630,Motorway,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Female,42,Car
3941118,437762,432564,2,Leeds 2016,04/09/2016,Sunday,1630,Motorway,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Male,21,Car
3941184,431919,435708,2,Leeds 2016,04/09/2016,Sunday,1107,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
3950236,429615,426434,2,Leeds 2016,05/09/2016,Monday,618,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Female,42,Car
3950384,425907,428597,1,Leeds 2016,05/09/2016,Monday,925,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,69,Car
3950667,436816,443228,1,Leeds 2016,05/09/2016,Monday,1300,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
3951224,428520,433927,2,Leeds 2016,05/09/2016,Monday,1650,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
3960599,430711,436959,2,Leeds 2016,09/09/2016,Friday,1205,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,51,Car
3960729,432183,433601,1,Leeds 2016,06/09/2016,Tuesday,1307,A,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car
3960903,421146,439328,1,Leeds 2016,06/09/2016,Tuesday,1445,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,53,Car
3970563,430277,431184,2,Leeds 2016,31/08/2016,Wednesday,900,Unclassified,Dry,Daylight street lights present,Unknown,Driver,Serious,Male,44,Motorcycle over 500cc
3971286,429561,431591,2,Leeds 2016,07/09/2016,Wednesday,1705,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,8,Pedal cycle
3971440,435070,435737,1,Leeds 2016,07/09/2016,Wednesday,1814,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,78,Taxi or Private hire car
3980286,427322,437204,2,Leeds 2016,08/09/2016,Thursday,820,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
3980593,431233,433776,2,Leeds 2016,08/09/2016,Thursday,1140,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Goods vehicle 7.5 tonnes mgw and over
3981785,427300,426244,2,Leeds 2016,08/09/2016,Thursday,2220,Motorway,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Serious,Male,13,Car
3981785,427300,426244,2,Leeds 2016,08/09/2016,Thursday,2220,Motorway,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Car
3990592,434673,428174,2,Leeds 2016,09/09/2016,Friday,1142,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,71,Car
3990740,418152,442485,2,Leeds 2016,09/09/2016,Friday,1303,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
3990889,430466,435596,2,Leeds 2016,09/09/2016,Friday,1405,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,41,Car
3990889,430466,435596,2,Leeds 2016,09/09/2016,Friday,1405,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,57,Car
39A1569,436761,437359,2,Leeds 2016,10/09/2016,Saturday,1930,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,29,Car
39A1569,436761,437359,2,Leeds 2016,10/09/2016,Saturday,1930,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
39A2102,429283,435052,1,Leeds 2016,10/09/2016,Saturday,2345,A,Dry,Darkness street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,21,Car
39B0466,425635,433081,2,Leeds 2016,10/09/2016,Saturday,1145,B,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,36,Car
39B0466,425635,433081,2,Leeds 2016,10/09/2016,Saturday,1145,B,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,32,Car
39B0466,425635,433081,2,Leeds 2016,10/09/2016,Saturday,1145,B,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,1,Car
39B0766,431911,432896,2,Leeds 2016,11/09/2016,Sunday,1135,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,24,Car
39B0766,431911,432896,2,Leeds 2016,11/09/2016,Sunday,1135,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,27,Car
39B0766,431911,432896,2,Leeds 2016,11/09/2016,Sunday,1135,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
39B0766,431911,432896,2,Leeds 2016,11/09/2016,Sunday,1135,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
39B0890,429627,426921,2,Leeds 2016,11/09/2016,Sunday,1231,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,70,Pedal cycle
39C0309,431334,430535,3,Leeds 2016,12/09/2016,Monday,840,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,29,Car
39C1406,423162,435004,1,Leeds 2016,12/09/2016,Monday,1700,B,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
39C1804,433090,435295,2,Leeds 2016,12/09/2016,Monday,2138,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,22,Motorcycle over 50cc and up to 125cc
39D0001,445976,431196,2,Leeds 2016,13/09/2016,Tuesday,1925,B,Dry,Darkness no street lighting,Fine without high winds,Driver,Slight,Female,-1,Motorcycle over 50cc and up to 125cc
39D0191,428327,430445,1,Leeds 2016,13/09/2016,Tuesday,350,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,20,Motorcycle over 50cc and up to 125cc
39D0394,424928,427644,2,Leeds 2016,13/09/2016,Tuesday,855,A,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Female,29,Car
39D0394,424928,427644,2,Leeds 2016,13/09/2016,Tuesday,855,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,15,Car
39D0394,424928,427644,2,Leeds 2016,13/09/2016,Tuesday,855,A,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,42,Car
39D0592,419073,444870,1,Leeds 2016,13/09/2016,Tuesday,1050,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Male,63,Car
39D0889,430895,435533,2,Leeds 2016,13/09/2016,Tuesday,1335,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
39D1125,438218,440485,1,Leeds 2016,13/09/2016,Tuesday,1525,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Male,9,Car
39D1442,426287,435737,2,Leeds 2016,13/09/2016,Tuesday,1620,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,57,Car
39D1442,426287,435737,2,Leeds 2016,13/09/2016,Tuesday,1620,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,58,Car
39D1442,426287,435737,2,Leeds 2016,13/09/2016,Tuesday,1620,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,39,Car
39E1119,429238,437207,2,Leeds 2016,14/09/2016,Wednesday,1545,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,28,Car
39E1128,430756,438436,1,Leeds 2016,14/09/2016,Wednesday,1545,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,33,Car
39F0065,428089,435417,2,Leeds 2016,15/09/2016,Thursday,51,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Taxi or Private hire car
39F0994,425731,428087,1,Leeds 2016,15/09/2016,Thursday,1415,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,32,Motorcycle over 50cc and up to 125cc
39F1107,427797,434429,2,Leeds 2016,15/09/2016,Thursday,1521,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,23,Car
39F1406,429492,439370,1,Leeds 2016,15/09/2016,Thursday,1730,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Male,9,Bus or coach (17 or more passenger seats)
39F1462,428510,433040,2,Leeds 2016,15/09/2016,Thursday,1805,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,45,Taxi or Private hire car
39F1462,428510,433040,2,Leeds 2016,15/09/2016,Thursday,1805,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,33,Taxi or Private hire car
39F1462,428510,433040,2,Leeds 2016,15/09/2016,Thursday,1805,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,48,Taxi or Private hire car
39F1824,427275,433490,2,Leeds 2016,15/09/2016,Thursday,2030,Unclassified,Dry,Darkness street lights present and lit,Unknown,Passenger,Slight,Female,27,Taxi or Private hire car
39G0414,429859,433411,1,Leeds 2016,16/09/2016,Friday,929,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Serious,Male,53,Pedal cycle
39G0908,429897,436857,2,Leeds 2016,16/09/2016,Friday,1410,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,48,Car
39G1195,422077,434191,1,Leeds 2016,16/09/2016,Friday,1540,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,75,Bus or coach (17 or more passenger seats)
39G1212,420048,437089,3,Leeds 2016,16/09/2016,Friday,1640,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,33,Car
39G1212,420048,437089,3,Leeds 2016,16/09/2016,Friday,1640,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,38,Car
39G1212,420048,437089,3,Leeds 2016,16/09/2016,Friday,1640,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Serious,Female,34,Car
39G1331,431494,435607,1,Leeds 2016,16/09/2016,Friday,1735,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
39G1445,429344,439071,2,Leeds 2016,16/09/2016,Friday,1820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,27,Car
39G1445,429344,439071,2,Leeds 2016,16/09/2016,Friday,1820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,34,Car
39G1445,429344,439071,2,Leeds 2016,16/09/2016,Friday,1820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,63,Bus or coach (17 or more passenger seats)
39G1445,429344,439071,2,Leeds 2016,16/09/2016,Friday,1820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,57,Bus or coach (17 or more passenger seats)
39G1452,429116,432175,2,Leeds 2016,16/09/2016,Friday,1820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,22,Car
39G1621,431012,424619,2,Leeds 2016,16/09/2016,Friday,1930,Motorway,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,32,Car
39G1786,431399,435025,2,Leeds 2016,16/09/2016,Friday,2101,Unclassified,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,65,Car
39H0171,432781,439114,2,Leeds 2016,17/09/2016,Saturday,205,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,19,Car
39H0967,432341,433706,2,Leeds 2016,17/09/2016,Saturday,1417,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,33,Pedal cycle
39H1391,424526,437060,2,Leeds 2016,17/09/2016,Saturday,1809,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,45,Car
39H1871,431210,433748,3,Leeds 2016,17/09/2016,Saturday,2208,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,19,Car
39H1871,431210,433748,3,Leeds 2016,17/09/2016,Saturday,2208,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,50,Car
39I0261,442623,428166,2,Leeds 2016,18/09/2016,Sunday,255,A,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,56,Car
39I1394,428608,431571,2,Leeds 2016,18/09/2016,Sunday,1745,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,25,Taxi or Private hire car
39I1421,431158,435487,2,Leeds 2016,18/09/2016,Sunday,1744,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,20,Car
39I1421,431158,435487,2,Leeds 2016,18/09/2016,Sunday,1744,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
39J0232,430756,436699,2,Leeds 2016,19/09/2016,Monday,730,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Serious,Male,26,Pedal cycle
39J0486,420356,434252,2,Leeds 2016,19/09/2016,Monday,1015,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,43,Car
39J0616,418781,441812,2,Leeds 2016,19/09/2016,Monday,1205,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,17,Car
39J1233,434915,433573,1,Leeds 2016,19/09/2016,Monday,1645,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
39J1326,424206,428254,2,Leeds 2016,19/09/2016,Monday,1750,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,21,Car
39J1630,430051,432663,2,Leeds 2016,19/09/2016,Monday,2010,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
39K1189,428136,435845,2,Leeds 2016,20/09/2016,Tuesday,1455,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,35,Pedal cycle
39K1397,428842,433988,2,Leeds 2016,20/09/2016,Tuesday,1820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,48,Pedal cycle
39K1553,423828,431583,2,Leeds 2016,20/09/2016,Tuesday,1925,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Pedal cycle
